,reps,paulis,entanglement,density_diff,densities,pauli_quantity,pauli_diversity,precision,recall,f1-score
8,2,"['Z', 'X']",linear,0.13897702587036026,"(0.5033758202752316, 0.4007225716851612, 0.5760233748358111)",2,2,0.875,0.8333333333333334,0.8285714285714286
44,1,"['Z', 'YZ']",linear,0.12930013707564444,"(0.279678434708808, 0.20373342295628585, 0.38638868535505266)",3,2,0.9285714285714285,0.9166666666666666,0.9160839160839161
9,3,"['X', 'YY']",linear,0.12814381858786972,"(0.37834903768358247, 0.22919955744574516, 0.33633771438364723)",3,2,1.0,1.0,1.0
25,1,"['Y', 'Y']",linear,0.12520236899511808,"(0.34625427058798824, 0.19335182178741248, 0.29085411097707287)",2,1,0.5857142857142857,0.5833333333333334,0.5804195804195803
30,2,"['X', 'X']",linear,0.12520236899511808,"(0.34625427058798824, 0.19335182178741248, 0.29085411097707287)",2,1,0.5857142857142857,0.5833333333333334,0.5804195804195803
38,1,"['Z', 'Z']",linear,0.12520236899511808,"(0.34625427058798824, 0.19335182178741248, 0.29085411097707287)",2,1,0.5857142857142857,0.5833333333333334,0.5804195804195803
15,3,"['Y', 'Y']",linear,0.12520236899511808,"(0.34625427058798824, 0.19335182178741248, 0.29085411097707287)",2,1,0.5857142857142857,0.5833333333333334,0.5804195804195803
0,1,"['Z', 'ZY']",linear,0.12314061174845378,"(0.2661576529999754, 0.2040790287520766, 0.38828162800108534)",3,2,0.9285714285714285,0.9166666666666666,0.9160839160839161
40,3,"['YY', 'X']",linear,0.12082552134610336,"(0.3946073070785094, 0.268670019905378, 0.38438377542445334)",3,2,0.8333333333333334,0.8333333333333334,0.8333333333333334
24,2,"['YY', 'Z']",linear,0.12080695921444679,"(0.3294212904956607, 0.21328240622564265, 0.33875744038451816)",3,2,0.9285714285714285,0.9166666666666666,0.9160839160839161
5,3,"['X', 'XX']",linear,0.12078912227428518,"(0.3748516035493653, 0.248351635272397, 0.363429911543999)",3,1,1.0,1.0,1.0
19,2,"['Z', 'ZZ']",linear,0.12078912227428518,"(0.3748516035493653, 0.248351635272397, 0.363429911543999)",3,1,1.0,1.0,1.0
26,2,"['ZZ', 'Z']",linear,0.12078912227428518,"(0.3748516035493653, 0.248351635272397, 0.363429911543999)",3,1,1.0,1.0,1.0
38,3,"['XX', 'X']",linear,0.12078912227428518,"(0.3748516035493653, 0.248351635272397, 0.363429911543999)",3,1,1.0,1.0,1.0
41,3,"['YY', 'Y']",linear,0.1201323759039844,"(0.2894744527589736, 0.19722860970974876, 0.3452475184684927)",3,1,0.9285714285714285,0.9166666666666666,0.9160839160839161
21,3,"['Y', 'YY']",linear,0.1201323759039844,"(0.2894744527589736, 0.19722860970974876, 0.3452475184684927)",3,1,0.9285714285714285,0.9166666666666666,0.9160839160839161
38,3,['Z'],linear,0.11988556605642403,"(0.4991184662778873, 0.3060143095754832, 0.35268128498592716)",1,1,0.25,0.5,0.3333333333333333
41,2,"['X', 'ZZ']",linear,0.11662791599592515,"(0.2685799961973515, 0.20770934745169717, 0.3800945306978931)",3,2,0.9285714285714285,0.9166666666666666,0.9160839160839161
6,3,"['YZ', 'X']",linear,0.11556824966103546,"(0.3124640387790779, 0.25098640524732707, 0.42064527103764715)",3,3,0.5,0.5,0.48571428571428577
9,2,"['Z', 'Y']",linear,0.11481243581912554,"(0.3052541243329229, 0.3519017673568228, 0.6281742820189739)",2,2,0.875,0.8333333333333334,0.8285714285714286
13,3,"['X', 'ZZ']",linear,0.11332074804768072,"(0.3969805731298465, 0.2807494175763301, 0.3911597581181751)",3,2,1.0,1.0,1.0
29,3,"['Z', 'XX']",linear,0.112402343917413,"(0.389098987237238, 0.2648190254280988, 0.3653437514537856)",3,2,0.5857142857142857,0.5833333333333334,0.5804195804195803
28,3,"['Z', 'Z']",linear,0.11220428995108406,"(0.5441407666276521, 0.3755610315178469, 0.43138987631020986)",2,1,0.5857142857142857,0.5833333333333334,0.5804195804195803
22,2,"['XX', 'Z']",linear,0.11073365258079587,"(0.3557648296183823, 0.26099285912497955, 0.3876881937931685)",3,2,0.9285714285714285,0.9166666666666666,0.9160839160839161
22,2,"['YY', 'X']",linear,0.10760515815385671,"(0.2645075816194985, 0.21138476897052186, 0.3734722726292586)",3,2,0.7999999999999999,0.6666666666666666,0.6249999999999999
6,1,"['YY', 'Z']",linear,0.1045473502897318,"(0.26357271453930053, 0.21214886155599652, 0.3698197091521561)",3,2,0.8333333333333334,0.8333333333333334,0.8333333333333334
5,1,"['YY', 'Y']",linear,0.1045473502897318,"(0.26357271453930053, 0.21214886155599652, 0.3698197091521561)",3,1,0.8333333333333334,0.8333333333333334,0.8333333333333334
31,1,"['Y', 'YY']",linear,0.1045473502897318,"(0.26357271453930053, 0.21214886155599652, 0.3698197091521561)",3,1,0.8333333333333334,0.8333333333333334,0.8333333333333334
7,1,"['ZZ', 'Y']",linear,0.1045473502897318,"(0.26357271453930053, 0.21214886155599652, 0.3698197091521561)",3,2,0.8333333333333334,0.8333333333333334,0.8333333333333334
8,1,"['ZZ', 'Z']",linear,0.1045473502897318,"(0.26357271453930053, 0.21214886155599652, 0.3698197091521561)",3,1,0.8333333333333334,0.8333333333333334,0.8333333333333334
33,2,"['X', 'XX']",linear,0.1045473502897318,"(0.26357271453930053, 0.21214886155599652, 0.3698197091521561)",3,1,0.8333333333333334,0.8333333333333334,0.8333333333333334
1,1,"['Z', 'ZZ']",linear,0.1045473502897318,"(0.26357271453930053, 0.21214886155599652, 0.3698197091521561)",3,1,0.8333333333333334,0.8333333333333334,0.8333333333333334
20,2,"['XX', 'X']",linear,0.1045473502897318,"(0.26357271453930053, 0.21214886155599652, 0.3698197091521561)",3,1,0.8333333333333334,0.8333333333333334,0.8333333333333334
42,1,"['ZY', 'Z']",linear,0.10437927827899612,"(0.29461658904511245, 0.22162949233142543, 0.3574009521757307)",3,2,0.875,0.8333333333333334,0.8285714285714286
18,1,"['YZ', 'Z']",linear,0.10437927827899612,"(0.29461658904511245, 0.22162949233142543, 0.3574009521757307)",3,2,0.875,0.8333333333333334,0.8285714285714286
8,3,"['X', 'YX']",linear,0.1042362467218492,"(0.3033781886064685, 0.23791974173766287, 0.38093378831255564)",3,2,0.6111111111111112,0.5833333333333334,0.5555555555555555
30,3,"['Z', 'XY']",linear,0.10388116353397031,"(0.3309887580792385, 0.25068193462311655, 0.3781374382349352)",3,3,0.6111111111111112,0.5833333333333334,0.5555555555555555
15,2,"['Z', 'YY']",linear,0.10355603866185562,"(0.34773559569858004, 0.24315069045776985, 0.3456778625406709)",3,2,0.9285714285714285,0.9166666666666666,0.9160839160839161
30,1,"['ZX', 'Z']",linear,0.10146591669195204,"(0.2698208171299745, 0.2502513736195271, 0.4336137634929837)",3,2,0.7571428571428571,0.75,0.7482517482517482
39,1,"['YX', 'Y']",linear,0.10146591669195204,"(0.2698208171299745, 0.2502513736195271, 0.4336137634929837)",3,2,0.7571428571428571,0.75,0.7482517482517482
6,3,"['X', 'XY']",linear,0.10090507908955001,"(0.322351353774182, 0.24258318956020977, 0.36462518352533757)",3,2,0.5,0.5,0.48571428571428577
1,2,"['Y', 'XZ']",linear,0.10010608978391727,"(0.4003311392075843, 0.2853895118449931, 0.37066006405023644)",3,3,0.6666666666666666,0.6666666666666666,0.6666666666666666
43,1,"['Z', 'YY']",linear,0.09934772334211789,"(0.26349062996218237, 0.21787317088458086, 0.37095115849121507)",3,2,0.9285714285714285,0.9166666666666666,0.9160839160839161
35,1,"['Y', 'ZZ']",linear,0.09934772334211789,"(0.26349062996218237, 0.21787317088458086, 0.37095115849121507)",3,2,0.9285714285714285,0.9166666666666666,0.9160839160839161
30,3,"['YX', 'Z']",linear,0.09929494490327379,"(0.3187670630040076, 0.2598287477822077, 0.39948032236695546)",3,3,0.6875,0.6666666666666666,0.6571428571428571
2,2,"['Y', 'YX']",linear,0.0975152541931924,"(0.44113792140362157, 0.32653498206569653, 0.4069625511141563)",3,2,0.5857142857142857,0.5833333333333334,0.5804195804195803
35,2,"['YZ', 'Y']",linear,0.0975152541931924,"(0.44113792140362157, 0.32653498206569653, 0.4069625511141563)",3,2,0.5857142857142857,0.5833333333333334,0.5804195804195803
45,1,"['Z', 'ZX']",linear,0.09622790469908629,"(0.25688915152691055, 0.24926374170071394, 0.4340941412726899)",3,2,0.7571428571428571,0.75,0.7482517482517482
30,1,"['Y', 'YX']",linear,0.09622790469908629,"(0.25688915152691055, 0.24926374170071394, 0.4340941412726899)",3,2,0.7571428571428571,0.75,0.7482517482517482
7,3,"['YZ', 'Y']",linear,0.09572879602624096,"(0.26754601613613627, 0.25577304474520357, 0.43545766540675274)",3,2,0.5857142857142857,0.5833333333333334,0.5804195804195803
34,3,"['Z', 'YZ']",linear,0.09535321659081775,"(0.33788481243842194, 0.28155125143716764, 0.4159241236175488)",3,2,0.6111111111111112,0.5833333333333334,0.5555555555555555
32,1,"['Y', 'YZ']",linear,0.09439071721471912,"(0.285730369371076, 0.23009170559309414, 0.3632344762445505)",3,2,0.875,0.8333333333333334,0.8285714285714286
4,3,"['XY', 'X']",linear,0.09213680838304833,"(0.31885511501723557, 0.2389574600640642, 0.34333342187698945)",3,2,0.6875,0.6666666666666666,0.6571428571428571
44,2,"['Y', 'Z']",linear,0.09152776247803007,"(0.5803125506256388, 0.5694186575911012, 0.7415802895126239)",2,2,0.875,0.8333333333333334,0.8285714285714286
32,3,"['Z', 'YX']",linear,0.08982344055929475,"(0.3187867900875701, 0.2504565529234036, 0.3617731968778265)",3,3,0.7571428571428571,0.75,0.7482517482517482
33,1,"['Y', 'ZX']",linear,0.08963398434762232,"(0.26312667801040135, 0.26012719560862746, 0.4363956819020982)",3,3,0.5,0.5,0.5
42,1,"['Z', 'YX']",linear,0.08963398434762232,"(0.26312667801040135, 0.26012719560862746, 0.4363956819020982)",3,3,0.5,0.5,0.5
34,1,"['Y', 'ZY']",linear,0.08918248993507344,"(0.2706799211478452, 0.22969172966844426, 0.36706851805919016)",3,2,0.9285714285714285,0.9166666666666666,0.9160839160839161
30,3,"['ZY', 'X']",linear,0.08876284076845564,"(0.3269549212450352, 0.27404826379209113, 0.39866728787605826)",3,3,0.7571428571428571,0.75,0.7482517482517482
6,3,"['XY', 'Z']",linear,0.08847103167292258,"(0.3233787964577235, 0.26968528320389606, 0.3929338332959138)",3,3,0.6875,0.6666666666666666,0.6571428571428571
15,1,"['XY', 'Y']",linear,0.08763277988098328,"(0.2819653944910484, 0.27875981924361914, 0.4508198037581564)",3,2,0.875,0.8333333333333334,0.8285714285714286
28,1,"['XZ', 'Z']",linear,0.08763277988098328,"(0.2819653944910484, 0.27875981924361914, 0.4508198037581564)",3,2,0.875,0.8333333333333334,0.8285714285714286
5,3,"['XY', 'Y']",linear,0.08712110982452895,"(0.28703539842471687, 0.24278992662240315, 0.37278667446914726)",3,2,0.5857142857142857,0.5833333333333334,0.5804195804195803
42,2,"['Y', 'X']",linear,0.08645464720568852,"(0.30119084695531606, 0.35619218189884894, 0.5841028112537588)",2,2,0.6875,0.6666666666666666,0.6571428571428571
37,2,"['X', 'YY']",linear,0.08565906867091441,"(0.2657839264390324, 0.2125128680318428, 0.33055994696648194)",3,2,0.7571428571428571,0.75,0.7482517482517482
40,1,"['YX', 'Z']",linear,0.08426766865323199,"(0.2818615013303951, 0.27514376135204316, 0.4369613586801552)",3,3,0.7571428571428571,0.75,0.7482517482517482
29,1,"['ZX', 'Y']",linear,0.08426766865323199,"(0.2818615013303951, 0.27514376135204316, 0.4369613586801552)",3,3,0.7571428571428571,0.75,0.7482517482517482
1,2,"['ZX', 'Y']",linear,0.08382596952792465,"(0.3990782829919264, 0.2869959080646713, 0.3425654721932655)",3,3,0.5857142857142857,0.5833333333333334,0.5804195804195803
35,2,"['X', 'XZ']",linear,0.08358530816182608,"(0.2603582780213624, 0.2330731863335686, 0.37295871096942695)",3,2,0.6875,0.6666666666666666,0.6571428571428571
24,2,"['ZZ', 'X']",linear,0.08356203472508641,"(0.2647995394740812, 0.2120584331955351, 0.32644139636716185)",3,2,0.9285714285714285,0.9166666666666666,0.9160839160839161
45,2,"['XZ', 'Y']",linear,0.08255671480945942,"(0.3640190013223948, 0.28490806044129713, 0.3709105491791183)",3,3,0.6111111111111112,0.5833333333333334,0.5555555555555555
26,3,"['Z', 'X']",linear,0.08216762818521817,"(0.6527846223791625, 0.47080916889427626, 0.4531689717798264)",2,2,0.5,0.5,0.4375
28,1,"['Y', 'XY']",linear,0.08099054177371473,"(0.27159813434094393, 0.277052368532883, 0.4444876862722516)",3,2,0.7727272727272728,0.5833333333333334,0.49579831932773105
41,1,"['Z', 'XZ']",linear,0.08099054177371473,"(0.27159813434094393, 0.277052368532883, 0.4444876862722516)",3,2,0.7727272727272728,0.5833333333333334,0.49579831932773105
8,3,"['YZ', 'Z']",linear,0.0791437723191249,"(0.33142097490361, 0.3020847501989991, 0.431036070132638)",3,2,0.6666666666666666,0.6666666666666666,0.6666666666666666
36,3,"['Z', 'ZY']",linear,0.0786928812203046,"(0.3330153933301052, 0.2844799383385506, 0.3933302457876052)",3,2,0.7727272727272728,0.5833333333333334,0.49579831932773105
40,3,"['XX', 'Z']",linear,0.07647342168958621,"(0.3846086061701882, 0.27693793412496537, 0.32221410545891493)",3,2,0.38888888888888884,0.4166666666666667,0.37777777777777777
32,3,"['ZY', 'Z']",linear,0.07627571074545902,"(0.33937796557611777, 0.29194260139761696, 0.3970586587100342)",3,2,0.6666666666666666,0.6666666666666666,0.6666666666666666
5,2,"['Y', 'ZX']",linear,0.07589317630894515,"(0.36354093687984423, 0.28478573427152903, 0.3578168842811042)",3,3,0.6111111111111112,0.5833333333333334,0.5555555555555555
41,1,"['ZY', 'Y']",linear,0.07553760961994327,"(0.2709739146391388, 0.25580564820383755, 0.39171260100842287)",3,2,0.7571428571428571,0.75,0.7482517482517482
17,1,"['YZ', 'Y']",linear,0.07553760961994327,"(0.2709739146391388, 0.25580564820383755, 0.39171260100842287)",3,2,0.7571428571428571,0.75,0.7482517482517482
10,3,"['X', 'YZ']",linear,0.07525499056299201,"(0.30856038192128743, 0.27382490659529957, 0.38959941239529566)",3,3,0.6111111111111112,0.5833333333333334,0.5555555555555555
37,3,"['Z', 'ZZ']",linear,0.07443384910029133,"(0.3677487823316448, 0.27275499553002636, 0.32662890692899055)",3,1,0.25,0.5,0.3333333333333333
44,3,"['ZZ', 'Z']",linear,0.07443384910029133,"(0.3677487823316448, 0.27275499553002636, 0.32662890692899055)",3,1,0.25,0.5,0.3333333333333333
18,3,"['Y', 'XY']",linear,0.07396737016124336,"(0.2735784931094062, 0.24437448639869933, 0.3631052200104792)",3,2,0.38888888888888884,0.4166666666666667,0.37777777777777777
35,3,"['Z', 'ZX']",linear,0.07336162745768293,"(0.3532835838589609, 0.2673493154566527, 0.32813830196971033)",3,2,0.7571428571428571,0.75,0.7482517482517482
42,3,"['YY', 'Z']",linear,0.07316580298959985,"(0.36498468312946475, 0.283025302241958, 0.34739752733365087)",3,2,0.875,0.8333333333333334,0.8285714285714286
12,2,"['ZY', 'X']",linear,0.07180523755125057,"(0.2861038472104901, 0.24736133547739014, 0.3522292988467913)",3,3,0.8333333333333334,0.8333333333333334,0.8333333333333334
28,3,"['YX', 'X']",linear,0.07176315796077895,"(0.2992338380795434, 0.24456084972592565, 0.3334141772938658)",3,2,0.6111111111111112,0.5833333333333334,0.5555555555555555
16,3,"['XZ', 'X']",linear,0.07058978280213718,"(0.36045699229843403, 0.26849529190059407, 0.31771315710702847)",3,2,0.5857142857142857,0.5833333333333334,0.5804195804195803
24,3,"['Y', 'ZY']",linear,0.06980859035936748,"(0.27030504577513614, 0.2533129662350164, 0.37593806741363167)",3,2,0.9285714285714285,0.9166666666666666,0.9160839160839161
12,2,"['YX', 'Z']",linear,0.0684413246610946,"(0.26554603772414986, 0.24718891944709842, 0.36571445049223616)",3,3,0.6111111111111112,0.5833333333333334,0.5555555555555555
40,2,"['X', 'ZY']",linear,0.06730150268176871,"(0.2893066281351511, 0.24582819432502323, 0.3369527658784328)",3,3,0.22727272727272727,0.4166666666666667,0.29411764705882354
0,2,"['XZ', 'Z']",linear,0.06726159065163734,"(0.28246518817688887, 0.24806071239714683, 0.34817941792067947)",3,2,0.5,0.5,0.4375
31,3,"['Z', 'XZ']",linear,0.06558813739394898,"(0.34222939253973245, 0.2711518621672865, 0.33125060658273847)",3,2,0.6875,0.6666666666666666,0.6571428571428571
13,2,"['Z', 'XZ']",linear,0.06522108326402709,"(0.2998514623671519, 0.2637632754212912, 0.35811725500348474)",3,2,0.8333333333333334,0.75,0.7333333333333334
19,3,"['ZX', 'Y']",linear,0.06403659352734417,"(0.2642735952578414, 0.24588147537483637, 0.35556254254651976)",3,3,0.5857142857142857,0.5833333333333334,0.5804195804195803
17,2,"['Z', 'ZX']",linear,0.0632534911977517,"(0.30779185035014284, 0.2791455603049181, 0.3770062526551968)",3,2,0.5,0.5,0.48571428571428577
11,2,"['YX', 'Y']",linear,0.06323031534335538,"(0.44919577154318574, 0.3499250394673423, 0.37711493807820967)",3,2,0.5,0.5,0.5
4,2,"['Y', 'YZ']",linear,0.06323031534335538,"(0.44919577154318574, 0.3499250394673423, 0.37711493807820967)",3,2,0.5,0.5,0.5
19,3,"['Y', 'XZ']",linear,0.06318877218206981,"(0.2888763125336744, 0.2576457315225627, 0.3527926948755906)",3,3,0.875,0.8333333333333334,0.8285714285714286
39,2,"['X', 'ZX']",linear,0.06267844462605801,"(0.26271120057259445, 0.24205474113225275, 0.3467551709440271)",3,2,0.8333333333333334,0.75,0.7333333333333334
12,3,"['X', 'ZY']",linear,0.06205522613666348,"(0.32698492570435117, 0.28171752698538843, 0.3605605805397526)",3,3,0.8333333333333334,0.75,0.7333333333333334
31,3,"['ZY', 'Y']",linear,0.06197183249989946,"(0.2733962722328974, 0.25538960000209454, 0.3613265927710906)",3,2,0.5857142857142857,0.5833333333333334,0.5804195804195803
38,2,"['X', 'YZ']",linear,0.061757341992689924,"(0.29047598060197727, 0.2489952385641699, 0.33102918051174235)",3,3,0.7571428571428571,0.75,0.7482517482517482
29,1,"['Y', 'XZ']",linear,0.061590829840625916,"(0.27895739771197786, 0.28728491424536307, 0.4187940904600001)",3,3,0.875,0.8333333333333334,0.8285714285714286
40,1,"['Z', 'XY']",linear,0.061590829840625916,"(0.27895739771197786, 0.28728491424536307, 0.4187940904600001)",3,3,0.875,0.8333333333333334,0.8285714285714286
22,3,"['Y', 'YZ']",linear,0.059804544677563826,"(0.2835119145144891, 0.24263277394085334, 0.3213627227223452)",3,2,0.8333333333333334,0.8333333333333334,0.8333333333333334
34,2,"['YZ', 'X']",linear,0.059678249006017425,"(0.28388019821080196, 0.262403683235604, 0.3602836662724408)",3,3,0.7571428571428571,0.75,0.7482517482517482
14,2,"['Z', 'YX']",linear,0.059295798856342896,"(0.2793246568544747, 0.2956989038207262, 0.4306647484996635)",3,3,0.8333333333333334,0.75,0.7333333333333334
7,2,"['Y', 'ZZ']",linear,0.05924117468874768,"(0.5031502017210852, 0.3763099085584345, 0.36795196477327924)",3,2,0.6875,0.6666666666666666,0.6571428571428571
23,3,"['Y', 'ZX']",linear,0.05816278361953686,"(0.28762097827313465, 0.25983928463283645, 0.348383158231612)",3,3,0.7999999999999999,0.6666666666666666,0.6249999999999999
16,2,"['Z', 'YZ']",linear,0.058123097997424156,"(0.315501760444645, 0.26836803484910504, 0.3374805052484134)",3,2,0.875,0.8333333333333334,0.8285714285714286
0,2,"['Y', 'XY']",linear,0.05654137010759813,"(0.3858770520956839, 0.3764434984628464, 0.4800926850452052)",3,2,0.5,0.5,0.48571428571428577
13,2,"['ZY', 'Y']",linear,0.05654137010759813,"(0.3858770520956839, 0.3764434984628464, 0.4800926850452052)",3,2,0.5,0.5,0.48571428571428577
27,1,"['XZ', 'Y']",linear,0.05499862571956876,"(0.28496953889268073, 0.3109443998178239, 0.4469165121821046)",3,3,0.9285714285714285,0.9166666666666666,0.9160839160839161
16,1,"['XY', 'Z']",linear,0.05499862571956876,"(0.28496953889268073, 0.3109443998178239, 0.4469165121821046)",3,3,0.9285714285714285,0.9166666666666666,0.9160839160839161
18,3,"['XZ', 'Z']",linear,0.05489841742893631,"(0.34164649741687636, 0.27800713778371633, 0.32416461300842897)",3,2,0.6875,0.6666666666666666,0.6571428571428571
0,2,"['ZX', 'X']",linear,0.05458712153678824,"(0.3087076140517531, 0.2674555133199612, 0.3353776556617458)",3,2,0.7999999999999999,0.6666666666666666,0.6249999999999999
21,2,"['XX', 'Y']",linear,0.05357472635163829,"(0.5061827297830654, 0.3806504316993625, 0.36226758631893613)",3,2,0.6111111111111112,0.5833333333333334,0.5555555555555555
17,3,"['XZ', 'Y']",linear,0.05354335068020977,"(0.26662282987026376, 0.26478032249284567, 0.3700245164758471)",3,3,0.9285714285714285,0.9166666666666666,0.9160839160839161
44,2,"['XZ', 'X']",linear,0.050604483651510324,"(0.2984842043079233, 0.26766427156405076, 0.3380533061231989)",3,2,0.6875,0.6666666666666666,0.6571428571428571
20,3,"['ZX', 'Z']",linear,0.05021433682193327,"(0.3099393383759823, 0.2667495273945913, 0.3239883900570668)",3,2,0.5,0.5,0.4375
17,3,"['Y', 'XX']",linear,0.04890195577817186,"(0.3009427392428187, 0.2757732739379973, 0.3484077201895196)",3,2,0.8333333333333334,0.75,0.7333333333333334
33,3,"['Z', 'YY']",linear,0.04812163964291488,"(0.39850035504550996, 0.3214883083518571, 0.34071954094403406)",3,2,0.5,0.5,0.48571428571428577
14,2,"['ZY', 'Z']",linear,0.0467314672736685,"(0.31040610490224163, 0.29247780711563887, 0.36801244387637316)",3,2,0.4142857142857143,0.4166666666666667,0.41258741258741255
7,3,"['X', 'XZ']",linear,0.0454083095144594,"(0.3023809182297146, 0.2691938375653483, 0.3268233759299009)",3,2,0.5857142857142857,0.5833333333333334,0.5804195804195803
1,3,"['YY', 'YY']",linear,0.04498272503401407,"(0.5088040805308363, 0.46384102821240464, 0.5088434259620012)",4,1,0.3125,0.3333333333333333,0.3142857142857143
18,3,"['ZX', 'X']",linear,0.04408249502545264,"(0.32032557434697706, 0.26287098645337026, 0.29358138861066874)",3,2,0.6875,0.6666666666666666,0.6571428571428571
2,2,"['ZX', 'Z']",linear,0.04368251050925204,"(0.2822741956944189, 0.26728065542358986, 0.33965213617126483)",3,2,0.5,0.5,0.5
36,2,"['YZ', 'Z']",linear,0.0434406517188442,"(0.29359226164592944, 0.28777521681321233, 0.3688394754181836)",3,2,0.875,0.8333333333333334,0.8285714285714286
18,2,"['Z', 'ZY']",linear,0.04289323857683036,"(0.2996605101466793, 0.2706354351772477, 0.3273968373614768)",3,2,0.5857142857142857,0.5833333333333334,0.5804195804195803
39,3,"['XX', 'Y']",linear,0.042089232095069984,"(0.3011889965199587, 0.2792906505369317, 0.34157076874404463)",3,2,0.8333333333333334,0.75,0.7333333333333334
36,2,"['X', 'YX']",linear,0.04064405284026468,"(0.3409818008827164, 0.3204558861319426, 0.3812180770616982)",3,2,0.875,0.8333333333333334,0.8285714285714286
34,2,"['XY', 'Z']",linear,0.04006737201103139,"(0.2644307060748433, 0.2614665112644985, 0.3386370604762164)",3,3,0.38888888888888884,0.4166666666666667,0.37777777777777777
34,2,"['X', 'XY']",linear,0.03841321830596539,"(0.3394025711815373, 0.3324711583355111, 0.40236618210141567)",3,2,0.9285714285714285,0.9166666666666666,0.9160839160839161
6,2,"['Y', 'ZY']",linear,0.03748332790685582,"(0.39874301139973145, 0.360749521245215, 0.3977226869044101)",3,2,0.6111111111111112,0.5833333333333334,0.5555555555555555
33,2,"['XY', 'Y']",linear,0.03748332790685582,"(0.39874301139973145, 0.360749521245215, 0.3977226869044101)",3,2,0.6111111111111112,0.5833333333333334,0.5555555555555555
26,1,"['Y', 'Z']",linear,0.03546741781614088,"(0.29106435951677617, 0.3358221524566004, 0.4515147810287064)",2,2,0.20000000000000004,0.3333333333333333,0.25
37,1,"['Z', 'Y']",linear,0.03546741781614088,"(0.29106435951677617, 0.3358221524566004, 0.4515147810287064)",2,2,0.20000000000000004,0.3333333333333333,0.25
16,3,"['Y', 'Z']",linear,0.03419443880426287,"(0.265052746079593, 0.2809538239030489, 0.3652437793350306)",2,2,0.22727272727272727,0.4166666666666667,0.29411764705882354
12,2,"['Z', 'XY']",linear,0.03347329575511648,"(0.2978312340426778, 0.31417989687690207, 0.39747515122135935)",3,3,0.7727272727272728,0.5833333333333334,0.49579831932773105
43,3,"['ZZ', 'Y']",linear,0.031166704395925837,"(0.3085113811903368, 0.2742099669791497, 0.3022419615598142)",3,2,0.875,0.8333333333333334,0.8285714285714286
11,3,"['X', 'ZX']",linear,0.03086401311314746,"(0.31264773565261605, 0.27453098120591934, 0.29814225298551755)",3,2,0.5857142857142857,0.5833333333333334,0.5804195804195803
10,2,"['YX', 'X']",linear,0.029873262670711886,"(0.29645741969015776, 0.28743062969558053, 0.3381503650424271)",3,2,0.6111111111111112,0.5833333333333334,0.5555555555555555
25,3,"['Y', 'ZZ']",linear,0.029856950982269204,"(0.30372396193659523, 0.2736004845131558, 0.3031909090542547)",3,2,0.5,0.5,0.4375
14,1,"['XY', 'X']",linear,0.02898383400669241,"(0.4869688010223501, 0.4701680306433745, 0.5113349282777837)",3,2,0.5,0.5,0.48571428571428577
26,1,"['XZ', 'X']",linear,0.02898383400669241,"(0.4869688010223501, 0.4701680306433745, 0.5113349282777837)",3,2,0.5,0.5,0.48571428571428577
32,2,"['XY', 'X']",linear,0.02806193429698217,"(0.2975892549487591, 0.2943997191110221, 0.34733405186724936)",3,2,0.6875,0.6666666666666666,0.6571428571428571
23,3,"['ZX', 'XZ']",linear,0.027776264674632678,"(0.38227135956608765, 0.3580416576859088, 0.38936448515499533)",4,2,0.38888888888888884,0.4166666666666667,0.37777777777777777
25,3,"['XZ', 'ZX']",linear,0.027776264674632678,"(0.38227135956608765, 0.3580416576859088, 0.38936448515499533)",4,2,0.38888888888888884,0.4166666666666667,0.37777777777777777
45,2,"['Y', 'XX']",linear,0.027054115686876434,"(0.3222685852685867, 0.3010302129272343, 0.33390007195963484)",3,2,0.5,0.5,0.4375
4,3,"['X', 'Z']",linear,0.02309349114853826,"(0.34809879531700705, 0.40997979296353887, 0.5180477729071472)",2,2,0.25,0.5,0.3333333333333333
25,2,"['ZZ', 'Y']",linear,0.022846027534040803,"(0.3254627761578366, 0.30187684595205283, 0.3239829708143507)",3,2,0.5,0.5,0.48571428571428577
29,3,"['YX', 'Y']",linear,0.022386964700482292,"(0.2719219457631837, 0.2633634533578606, 0.29957889035350205)",3,2,0.6111111111111112,0.5833333333333334,0.5555555555555555
28,1,"['ZX', 'X']",linear,0.02112030099530432,"(0.4807454989167838, 0.4833957039523437, 0.5282865109785122)",3,2,0.7571428571428571,0.75,0.7482517482517482
38,1,"['YX', 'X']",linear,0.02112030099530432,"(0.4807454989167838, 0.4833957039523437, 0.5282865109785122)",3,2,0.7571428571428571,0.75,0.7482517482517482
21,3,"['XZ', 'XZ']",linear,0.019970118639973167,"(0.2691125555872429, 0.24739279682081877, 0.265613275334341)",4,2,0.38888888888888884,0.4166666666666667,0.37777777777777777
27,3,"['ZX', 'ZX']",linear,0.019970118639973167,"(0.2691125555872429, 0.24739279682081877, 0.265613275334341)",4,2,0.38888888888888884,0.4166666666666667,0.37777777777777777
3,3,"['XX', 'ZZ']",linear,0.01730890192141893,"(0.4938575607783879, 0.48013029165421034, 0.5010208263728706)",4,2,0.4142857142857143,0.4166666666666667,0.41258741258741255
45,3,"['ZZ', 'XX']",linear,0.01730890192141893,"(0.4938575607783879, 0.48013029165421034, 0.5010208263728706)",4,2,0.4142857142857143,0.4166666666666667,0.41258741258741255
