,reps,paulis,entanglement,density_diff,densities,pauli_quantity,pauli_diversity,precision,recall,f1-score
6,3,"['Z', 'ZY']",linear,0.025322532222292082,"(0.3960937678153742, 0.33605320707029296, 0.32665771076979583)",3,2,0.5555555555555555,0.5833333333333334,0.565826330532213
2,2,"['YX', 'Z']",linear,0.02512278508740773,"(0.2883158715901334, 0.25018061317099527, 0.26229092492667255)",3,3,0.8333333333333334,0.6666666666666666,0.6666666666666666
2,3,['XY'],linear,0.024489478801512088,"(0.4852152845043629, 0.4567593398195045, 0.4772823527376703)",2,2,0.4444444444444444,0.6666666666666666,0.5333333333333333
16,3,['YZ'],linear,0.024489478801512088,"(0.4852152845043629, 0.4567593398195045, 0.4772823527376703)",2,2,0.4444444444444444,0.6666666666666666,0.5333333333333333
9,2,"['ZY', 'XZ']",linear,0.023602554074856952,"(0.4302845776651415, 0.39300137782713696, 0.4029232861388463)",4,3,0.4444444444444444,0.6666666666666666,0.5333333333333333
15,2,"['XZ', 'ZY']",linear,0.023602554074856952,"(0.4302845776651415, 0.39300137782713696, 0.4029232861388463)",4,3,0.4444444444444444,0.6666666666666666,0.5333333333333333
9,2,"['ZX', 'YZ']",linear,0.023602554074856952,"(0.4302845776651415, 0.39300137782713696, 0.4029232861388463)",4,3,0.4444444444444444,0.6666666666666666,0.5333333333333333
2,2,"['XZ', 'Y']",linear,0.02345845174428296,"(0.4384771333289334, 0.3951513163896577, 0.39874240293894797)",3,3,0.4444444444444444,0.6666666666666666,0.5333333333333333
4,3,"['ZY', 'X']",linear,0.022417413166898492,"(0.3584328995012349, 0.3043388628050467, 0.29507965244265544)",3,3,0.6333333333333333,0.6666666666666666,0.6296296296296295
1,1,"['XZ', 'Z']",linear,0.022231153237327717,"(0.31779773381985454, 0.29096621300019965, 0.30859699865520024)",3,2,0.8181818181818182,0.75,0.6947368421052632
19,2,"['XZ', 'XZ']",linear,0.020892158097017832,"(0.4112506262798868, 0.37125938362500255, 0.373052457164154)",4,2,0.4444444444444444,0.6666666666666666,0.5333333333333333
16,2,"['YZ', 'YZ']",linear,0.020892158097017832,"(0.4112506262798868, 0.37125938362500255, 0.373052457164154)",4,2,0.4444444444444444,0.6666666666666666,0.5333333333333333
1,2,"['XY', 'XY']",linear,0.020892158097017832,"(0.4112506262798868, 0.37125938362500255, 0.373052457164154)",4,2,0.4444444444444444,0.6666666666666666,0.5333333333333333
10,2,"['ZY', 'Z']",linear,0.0203492045236639,"(0.306448230348064, 0.2823318818476739, 0.29891394239461155)",3,2,0.5,0.5,0.5
0,2,"['Y', 'XY']",linear,0.020302669163072384,"(0.422276574005863, 0.38022803053604465, 0.3787848253923711)",3,2,0.4444444444444444,0.6666666666666666,0.5333333333333333
12,2,"['ZY', 'Y']",linear,0.020302669163072384,"(0.422276574005863, 0.38022803053604465, 0.3787848253923711)",3,2,0.4444444444444444,0.6666666666666666,0.5333333333333333
18,1,"['XZ', 'XZ']",linear,0.02014577279526164,"(0.527931204104607, 0.48807396004515613, 0.48850826157622845)",4,2,0.4444444444444444,0.6666666666666666,0.5333333333333333
15,1,"['XY', 'XY']",linear,0.02014577279526164,"(0.527931204104607, 0.48807396004515613, 0.48850826157622845)",4,2,0.4444444444444444,0.6666666666666666,0.5333333333333333
8,1,"['YZ', 'YZ']",linear,0.02014577279526164,"(0.527931204104607, 0.48807396004515613, 0.48850826157622845)",4,2,0.4444444444444444,0.6666666666666666,0.5333333333333333
5,2,"['XX', 'XX']",linear,0.02014577279526164,"(0.527931204104607, 0.48807396004515613, 0.48850826157622845)",4,1,0.4444444444444444,0.6666666666666666,0.5333333333333333
11,1,"['YY', 'YY']",linear,0.02014577279526164,"(0.527931204104607, 0.48807396004515613, 0.48850826157622845)",4,1,0.4444444444444444,0.6666666666666666,0.5333333333333333
6,2,"['YY', 'Y']",linear,0.02014577279526164,"(0.527931204104607, 0.48807396004515613, 0.48850826157622845)",3,1,0.4444444444444444,0.6666666666666666,0.5333333333333333
11,2,['YY'],linear,0.02014577279526164,"(0.527931204104607, 0.48807396004515613, 0.48850826157622845)",2,1,0.4444444444444444,0.6666666666666666,0.5333333333333333
18,1,"['ZY', 'ZY']",linear,0.02014577279526164,"(0.527931204104607, 0.48807396004515613, 0.48850826157622845)",4,2,0.4444444444444444,0.6666666666666666,0.5333333333333333
15,1,"['ZY', 'YZ']",linear,0.02014577279526164,"(0.527931204104607, 0.48807396004515613, 0.48850826157622845)",4,2,0.4444444444444444,0.6666666666666666,0.5333333333333333
13,3,['ZZ'],linear,0.02014577279526164,"(0.527931204104607, 0.48807396004515613, 0.48850826157622845)",2,1,0.4444444444444444,0.6666666666666666,0.5333333333333333
5,3,"['XX', 'XX']",linear,0.02014577279526164,"(0.527931204104607, 0.48807396004515613, 0.48850826157622845)",4,1,0.4444444444444444,0.6666666666666666,0.5333333333333333
17,1,"['YX', 'YX']",linear,0.02014577279526164,"(0.527931204104607, 0.48807396004515613, 0.48850826157622845)",4,2,0.4444444444444444,0.6666666666666666,0.5333333333333333
19,3,"['YY', 'X']",linear,0.01909572170233398,"(0.3773870181634941, 0.3465892420566841, 0.3539829093545421)",3,2,0.42424242424242425,0.5833333333333334,0.49122807017543857
5,2,"['ZY', 'ZX']",linear,0.019041240739741006,"(0.36846171243444553, 0.3454804277737181, 0.36058162459247267)",4,3,0.4444444444444444,0.6666666666666666,0.5333333333333333
16,2,"['YZ', 'XZ']",linear,0.019041240739741006,"(0.36846171243444553, 0.3454804277737181, 0.36058162459247267)",4,3,0.4444444444444444,0.6666666666666666,0.5333333333333333
4,3,"['ZZ', 'YZ']",linear,0.018901384139480115,"(0.33259764761005856, 0.3109026299855174, 0.3270103806399364)",4,2,0.4444444444444444,0.6666666666666666,0.5333333333333333
3,3,"['ZZ', 'ZY']",linear,0.018901384139480115,"(0.33259764761005856, 0.3109026299855174, 0.3270103806399364)",4,2,0.4444444444444444,0.6666666666666666,0.5333333333333333
2,3,"['XY', 'X']",linear,0.018816343251140788,"(0.30980490015326545, 0.28740151693065386, 0.30263082021032384)",3,2,0.5,0.5,0.5
0,2,"['ZX', 'YX']",linear,0.018779102683560367,"(0.3850659486328937, 0.3623209501138952, 0.37713415696201746)",4,3,0.4444444444444444,0.6666666666666666,0.5333333333333333
0,2,"['Z', 'XY']",linear,0.018543748648197134,"(0.31556322024901623, 0.27872732053323535, 0.27897891811384873)",3,3,0.6333333333333333,0.6666666666666666,0.6296296296296295
15,2,"['YX', 'ZZ']",linear,0.018277120843553207,"(0.36039242300314844, 0.349558394713076, 0.37527860811011)",4,3,0.4444444444444444,0.6666666666666666,0.5333333333333333
15,3,"['YY', 'XZ']",linear,0.018168849105064028,"(0.25271593039365603, 0.23454273937169176, 0.2527072465598555)",4,3,0.42424242424242425,0.5833333333333334,0.49122807017543857
16,3,"['XZ', 'YY']",linear,0.018168849105064028,"(0.25271593039365603, 0.23454273937169176, 0.2527072465598555)",4,3,0.42424242424242425,0.5833333333333334,0.49122807017543857
13,3,"['ZY', 'XX']",linear,0.01805160704765893,"(0.26725128802061365, 0.24746678357459342, 0.263785493223891)",4,3,0.4444444444444444,0.6666666666666666,0.5333333333333333
1,3,"['XX', 'ZY']",linear,0.01805160704765893,"(0.26725128802061365, 0.24746678357459342, 0.263785493223891)",4,3,0.4444444444444444,0.6666666666666666,0.5333333333333333
15,3,['ZX'],linear,0.01709455593717732,"(0.2672603142780964, 0.2460315410683898, 0.25899187973303783)",2,2,0.4444444444444444,0.6666666666666666,0.5333333333333333
18,2,"['XX', 'XY']",linear,0.016994276134339736,"(0.3799551264383179, 0.35825509813686274, 0.37054362210408703)",4,2,0.4444444444444444,0.6666666666666666,0.5333333333333333
0,1,"['ZX', 'XX']",linear,0.016900292320401578,"(0.5334870881962694, 0.5144723992411098, 0.5292582949267531)",4,2,0.4444444444444444,0.6666666666666666,0.5333333333333333
0,2,"['YY', 'XY']",linear,0.01677691346510435,"(0.34389127241310613, 0.3273988462699927, 0.34446024705708794)",4,2,0.4444444444444444,0.6666666666666666,0.5333333333333333
18,2,"['Z', 'Z']",linear,0.016622752507668037,"(0.4067460641926757, 0.38005139206048283, 0.386602224943626)",2,1,0.43333333333333335,0.3333333333333333,0.27619047619047615
8,2,"['ZZ', 'ZX']",linear,0.016233442372543427,"(0.4365862145532796, 0.41347901597646597, 0.42283870214473923)",4,2,0.4444444444444444,0.6666666666666666,0.5333333333333333
10,2,"['ZY', 'ZZ']",linear,0.016148050821136573,"(0.3778531929059263, 0.3572597239903021, 0.36896235671695105)",4,2,0.4444444444444444,0.6666666666666666,0.5333333333333333
5,2,"['XY', 'ZX']",linear,0.016072961211323122,"(0.38381905364176955, 0.3744257662515197, 0.39717840128391607)",4,3,0.4444444444444444,0.6666666666666666,0.5333333333333333
6,3,"['YX', 'Z']",linear,0.015347055384289654,"(0.32013641998728504, 0.30081541745320206, 0.3121885256876984)",3,3,0.6333333333333333,0.6666666666666666,0.6296296296296295
18,3,"['ZX', 'XZ']",linear,0.01522734682482002,"(0.3762892232401834, 0.37306941302639013, 0.40030429646223686)",4,2,0.4444444444444444,0.6666666666666666,0.5333333333333333
3,3,"['X', 'YX']",linear,0.015114812262381705,"(0.3042764509138251, 0.2799499665962432, 0.2858531068034247)",3,2,0.8666666666666667,0.8333333333333334,0.8148148148148149
