,reps,paulis,entanglement,density_diff,densities,pauli_quantity,pauli_diversity,precision,recall,f1-score
27,3,"['Z', 'Y']",linear,0.09684029898615346,"(0.3322426589589813, 0.24057107692408833, 0.34258009286150226)",2,2,0.875,0.8333333333333334,0.8285714285714286
39,2,"['X', 'ZX']",linear,0.09642859962051223,"(0.3266390374165373, 0.21701657797390947, 0.3002513177723061)",3,2,0.7999999999999999,0.6666666666666666,0.6249999999999999
30,1,"['Y', 'YX']",linear,0.09634105933240475,"(0.31759783480674086, 0.2066257016832874, 0.2883356872246434)",3,2,0.5,0.5,0.5
45,1,"['Z', 'ZX']",linear,0.09634105933240475,"(0.31759783480674086, 0.2066257016832874, 0.2883356872246434)",3,2,0.5,0.5,0.5
40,1,"['Z', 'XY']",linear,0.09361394539608073,"(0.3151321488905577, 0.20660194597294643, 0.28529963384749657)",3,3,0.5,0.5,0.5
29,1,"['Y', 'XZ']",linear,0.09361394539608073,"(0.3151321488905577, 0.20660194597294643, 0.28529963384749657)",3,3,0.5,0.5,0.5
41,3,"['YY', 'Y']",linear,0.09020563275526958,"(0.2977391723699143, 0.21192518490528137, 0.30652246295118757)",3,1,0.5857142857142857,0.5833333333333334,0.5804195804195803
21,3,"['Y', 'YY']",linear,0.09020563275526958,"(0.2977391723699143, 0.21192518490528137, 0.30652246295118757)",3,1,0.5857142857142857,0.5833333333333334,0.5804195804195803
14,3,"['Y', 'X']",linear,0.08680398881053136,"(0.34138600316584644, 0.29871855708243045, 0.4296590886200772)",2,2,0.6666666666666666,0.6666666666666666,0.6666666666666666
38,2,"['X', 'YZ']",linear,0.08649289220660664,"(0.3151582203156837, 0.21188727779814595, 0.2816021196938215)",3,3,0.8333333333333334,0.8333333333333334,0.8333333333333334
15,1,"['XY', 'Y']",linear,0.08509203467048923,"(0.30574294163755616, 0.21558126023468663, 0.29560364817279555)",3,2,0.7571428571428571,0.75,0.7482517482517482
28,1,"['XZ', 'Z']",linear,0.08509203467048923,"(0.30574294163755616, 0.21558126023468663, 0.29560364817279555)",3,2,0.7571428571428571,0.75,0.7482517482517482
27,1,"['XZ', 'Y']",linear,0.08482939462423486,"(0.2933369125211265, 0.21113130401966315, 0.29858448476666954)",3,3,0.7571428571428571,0.75,0.7482517482517482
16,1,"['XY', 'Z']",linear,0.08482939462423486,"(0.2933369125211265, 0.21113130401966315, 0.29858448476666954)",3,3,0.7571428571428571,0.75,0.7482517482517482
8,1,"['ZZ', 'Z']",linear,0.08286895018920074,"(0.2973861035651947, 0.21360050510967457, 0.29555280703255593)",3,1,0.5,0.5,0.48571428571428577
20,2,"['XX', 'X']",linear,0.08286895018920074,"(0.2973861035651947, 0.21360050510967457, 0.29555280703255593)",3,1,0.5,0.5,0.48571428571428577
33,2,"['X', 'XX']",linear,0.08286895018920074,"(0.2973861035651947, 0.21360050510967457, 0.29555280703255593)",3,1,0.5,0.5,0.48571428571428577
7,1,"['ZZ', 'Y']",linear,0.08286895018920074,"(0.2973861035651947, 0.21360050510967457, 0.29555280703255593)",3,2,0.5,0.5,0.48571428571428577
31,1,"['Y', 'YY']",linear,0.08286895018920074,"(0.2973861035651947, 0.21360050510967457, 0.29555280703255593)",3,1,0.5,0.5,0.48571428571428577
5,1,"['YY', 'Y']",linear,0.08286895018920074,"(0.2973861035651947, 0.21360050510967457, 0.29555280703255593)",3,1,0.5,0.5,0.48571428571428577
6,1,"['YY', 'Z']",linear,0.08286895018920074,"(0.2973861035651947, 0.21360050510967457, 0.29555280703255593)",3,2,0.5,0.5,0.48571428571428577
1,1,"['Z', 'ZZ']",linear,0.08286895018920074,"(0.2973861035651947, 0.21360050510967457, 0.29555280703255593)",3,1,0.5,0.5,0.48571428571428577
31,2,"['X', 'Y']",linear,0.08226756515114225,"(0.34053461972366733, 0.2699379476998221, 0.36387640597826143)",2,2,0.8333333333333334,0.8333333333333334,0.8333333333333334
35,1,"['Y', 'ZZ']",linear,0.08180136224725881,"(0.29449368221311417, 0.22100903811150607, 0.3111271185044156)",3,2,0.7571428571428571,0.75,0.7482517482517482
43,1,"['Z', 'YY']",linear,0.08180136224725881,"(0.29449368221311417, 0.22100903811150607, 0.3111271185044156)",3,2,0.7571428571428571,0.75,0.7482517482517482
31,3,"['ZY', 'Y']",linear,0.07969580865965156,"(0.37860990951597573, 0.23464620975787595, 0.25007412731907924)",3,2,0.8333333333333334,0.8333333333333334,0.8333333333333334
18,3,"['Y', 'XY']",linear,0.0785912884155946,"(0.3579950257469672, 0.2363389291330119, 0.27186540935024583)",3,2,0.8333333333333334,0.8333333333333334,0.8333333333333334
19,3,"['XZ', 'XX']",linear,0.07655102395101832,"(0.606818182740779, 0.45180490536435225, 0.4498936758899621)",4,2,0.4142857142857143,0.4166666666666667,0.41258741258741255
21,3,"['ZX', 'XX']",linear,0.07655102395101832,"(0.606818182740779, 0.45180490536435225, 0.4498936758899621)",4,2,0.4142857142857143,0.4166666666666667,0.41258741258741255
18,3,"['XZ', 'Z']",linear,0.07292813980805968,"(0.33225785228526455, 0.27515517706837217, 0.36390878146759914)",3,2,0.5857142857142857,0.5833333333333334,0.5804195804195803
18,1,"['YZ', 'Z']",linear,0.07244382297413104,"(0.30555014715447615, 0.2223840098043222, 0.2841055184024303)",3,2,0.6875,0.6666666666666666,0.6571428571428571
42,1,"['ZY', 'Z']",linear,0.07244382297413104,"(0.30555014715447615, 0.2223840098043222, 0.2841055184024303)",3,2,0.6875,0.6666666666666666,0.6571428571428571
43,3,"['XX', 'XZ']",linear,0.07053383893493353,"(0.5815040385653961, 0.4421762587431523, 0.44391615679077556)",4,2,0.8333333333333334,0.75,0.7333333333333334
1,3,"['XX', 'ZX']",linear,0.07053383893493353,"(0.5815040385653961, 0.4421762587431523, 0.44391615679077556)",4,2,0.8333333333333334,0.75,0.7333333333333334
7,2,"['Y', 'ZZ']",linear,0.07049253251084442,"(0.4799550335442876, 0.3428071358433743, 0.3466443031641499)",3,2,0.8333333333333334,0.8333333333333334,0.8333333333333334
47,3,"['ZZ', 'XZ']",linear,0.0684005203462863,"(0.5827914476104561, 0.4269553597770468, 0.4079203126362101)",4,2,0.5857142857142857,0.5833333333333334,0.5804195804195803
51,3,"['ZZ', 'ZX']",linear,0.0684005203462863,"(0.5827914476104561, 0.4269553597770468, 0.4079203126362101)",4,2,0.5857142857142857,0.5833333333333334,0.5804195804195803
20,3,"['Y', 'YX']",linear,0.06772446650792324,"(0.33228131960724233, 0.25418158773856775, 0.3115307888857396)",3,2,0.5857142857142857,0.5833333333333334,0.5804195804195803
29,3,"['ZX', 'ZZ']",linear,0.06641726414371663,"(0.5656655547903253, 0.4176484232753912, 0.4024658200478903)",4,2,0.5857142857142857,0.5833333333333334,0.5804195804195803
27,3,"['XZ', 'ZZ']",linear,0.06641726414371663,"(0.5656655547903253, 0.4176484232753912, 0.4024658200478903)",4,2,0.5857142857142857,0.5833333333333334,0.5804195804195803
8,3,"['XY', 'XY']",linear,0.06394640958082909,"(0.551641622066656, 0.42557011044496396, 0.42739141798493013)",4,2,0.4142857142857143,0.4166666666666667,0.41258741258741255
40,3,"['ZY', 'ZY']",linear,0.06394640958082909,"(0.551641622066656, 0.42557011044496396, 0.42739141798493013)",4,2,0.4142857142857143,0.4166666666666667,0.41258741258741255
14,3,"['YZ', 'YZ']",linear,0.06394640958082909,"(0.551641622066656, 0.42557011044496396, 0.42739141798493013)",4,2,0.4142857142857143,0.4166666666666667,0.41258741258741255
34,3,"['YX', 'YX']",linear,0.06394640958082909,"(0.551641622066656, 0.42557011044496396, 0.42739141798493013)",4,2,0.4142857142857143,0.4166666666666667,0.41258741258741255
19,3,"['Y', 'XZ']",linear,0.06355024721524538,"(0.29808912907596113, 0.23369288204562672, 0.29639712944578306)",3,3,0.8333333333333334,0.75,0.7333333333333334
32,2,"['X', 'Z']",linear,0.06341247837517841,"(0.28605197259072523, 0.23449271663561597, 0.3097584174308635)",2,2,0.7571428571428571,0.75,0.7482517482517482
24,2,"['ZZ', 'X']",linear,0.06318598353426857,"(0.2973151533172758, 0.22924660323771612, 0.2875500202266935)",3,2,0.6111111111111112,0.5833333333333334,0.5555555555555555
22,3,"['Y', 'YZ']",linear,0.06304340980677053,"(0.3012139669270004, 0.24172618656524936, 0.30832522581703936)",3,2,0.5857142857142857,0.5833333333333334,0.5804195804195803
44,2,"['XZ', 'X']",linear,0.0622804395004867,"(0.2992374687184619, 0.22986376073756906, 0.2850509317576496)",3,2,0.6111111111111112,0.5833333333333334,0.5555555555555555
